deferred_key,run_version,source_ref,source_type,source_candidate_type,artist_display_name,title,year,storefront,deferred_reason,candidate_count,best_score,best_result_rank,best_reject_reason,prior_review_reason,prior_best_reject_reason,error_message,raw_payload_persisted
graph_song:song|dean martin|sway:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|dean martin|sway,graph_song,song,Dean Martin,Sway,1954,us,direct_song_hardening_v2_no_auto_match,10,82,1,title_not_strong_enough,apple_song_search_no_auto_match,,,false
graph_song:song|dem franchize boyz|i think they like me:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|dem franchize boyz|i think they like me,graph_song,song,Dem Franchize Boyz,I Think They Like Me,2005,us,direct_song_hardening_v2_no_auto_match,10,74,10,title_not_strong_enough,apple_song_search_needs_review_version_risk,,,false
graph_song:song|destiny s child|independent women part i:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|destiny s child|independent women part i,graph_song,song,Destiny's Child,Independent Women Part I,2000,us,direct_song_hardening_v2_no_auto_match,10,54,1,title_not_matched,apple_song_search_no_auto_match,title_not_matched,,false
graph_song:song|dj kool|let me clear my throat:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|dj kool|let me clear my throat,graph_song,song,DJ Kool,Let Me Clear My Throat,1996,us,direct_song_hardening_v2_no_auto_match,10,68,3,title_not_strong_enough,apple_song_search_no_auto_match,,,false
graph_song:song|dna|not moving:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|dna|not moving,graph_song,song,DNA,Not Moving,1978,us,direct_song_hardening_v2_no_auto_match,10,8,1,title_not_matched,apple_song_search_no_auto_match,title_not_matched;artist_not_matched,,false
graph_song:song|donnie mcclurkin|stand:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|donnie mcclurkin|stand,graph_song,song,Donnie McClurkin,Stand,1996,us,direct_song_hardening_v2_no_auto_match,10,64,7,title_not_strong_enough,apple_song_search_no_auto_match,artist_not_matched,,false
graph_song:song|doug sahm and band|is anybody goin to san antone:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|doug sahm and band|is anybody goin to san antone,graph_song,song,Doug Sahm and Band,Is Anybody Goin' to San Antone,1973,us,direct_song_hardening_v2_no_auto_match,10,52,3,title_not_matched,apple_song_search_no_auto_match,title_not_matched,,false
graph_song:song|dovers|what am i going to do:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|dovers|what am i going to do,graph_song,song,The Dovers,What Am I Going to Do,1965,us,direct_song_hardening_v2_no_auto_match,10,8,1,title_not_matched,apple_song_search_no_auto_match,title_not_matched;artist_not_matched,,false
graph_song:song|dr dre|dre day:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|dr dre|dre day,graph_song,song,Dr. Dre,Dre Day,1992,us,direct_song_hardening_v2_no_auto_match,10,82,1,title_not_strong_enough,apple_song_search_needs_review_version_risk,,,false
graph_song:song|dwight twilley band|girls:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|dwight twilley band|girls,graph_song,song,Dwight Twilley Band,Girls,1984,us,direct_song_hardening_v2_no_auto_match,10,46,1,title_not_matched,apple_song_search_no_auto_match,title_not_matched,,false
graph_song:song|eddie cochran|something else:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|eddie cochran|something else,graph_song,song,Eddie Cochran,Something Else,1959,us,direct_song_hardening_v2_no_auto_match,10,51,4,title_not_matched,apple_song_search_no_auto_match,title_not_matched,,false
graph_song:song|eevee|house of memories:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|eevee|house of memories,graph_song,song,eevee,house of memories,2016,us,direct_song_hardening_v2_no_auto_match,10,78,1,artist_not_matched,apple_song_search_no_auto_match,artist_not_matched,,false
graph_song:song|eevee|jazz scratches:direct_song_hardening_v2_no_results,apple_music_direct_song_hardening_pass_v2,song|eevee|jazz scratches,graph_song,song,eevee,jazz scratches,2016,us,direct_song_hardening_v2_no_results,0,,,,apple_song_search_no_results,,,false
graph_song:song|eevee|m i s t:direct_song_hardening_v2_no_results,apple_music_direct_song_hardening_pass_v2,song|eevee|m i s t,graph_song,song,eevee,m i s t,2016,us,direct_song_hardening_v2_no_results,0,,,,apple_song_search_no_results,,,false
graph_song:song|eevee|vibes:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|eevee|vibes,graph_song,song,eevee,vibes,2018,us,direct_song_hardening_v2_no_auto_match,10,45,2,title_not_matched,apple_song_search_no_auto_match,title_not_matched,,false
graph_song:song|eiffel 65|blue da ba dee:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|eiffel 65|blue da ba dee,graph_song,song,Eiffel 65,Blue (Da Ba Dee),1998,us,direct_song_hardening_v2_no_auto_match,10,82,1,title_not_strong_enough,apple_song_search_needs_review_version_risk,,,false
graph_song:song|elevation worship|rattle:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|elevation worship|rattle,graph_song,song,Elevation Worship,RATTLE!,2020,us,direct_song_hardening_v2_no_auto_match,10,77,2,title_not_strong_enough,apple_song_search_needs_review_version_risk,artist_not_matched,,false
graph_song:song|elizabeth mitchell|you are my sunshine:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|elizabeth mitchell|you are my sunshine,graph_song,song,Elizabeth Mitchell,You Are My Sunshine,2002,us,direct_song_hardening_v2_no_auto_match,10,82,1,title_not_strong_enough,apple_song_search_needs_review_version_risk,,,false
graph_song:song|elton john|rocket man:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|elton john|rocket man,graph_song,song,Elton John,Rocket Man,1972,us,direct_song_hardening_v2_no_auto_match,10,82,1,title_not_strong_enough,apple_song_search_no_auto_match,,,false
graph_song:song|ennio morricone|nuovo cinema paradiso:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|ennio morricone|nuovo cinema paradiso,graph_song,song,Ennio Morricone,Nuovo Cinema Paradiso,1988,us,direct_song_hardening_v2_no_auto_match,10,79,4,title_not_strong_enough,apple_song_search_needs_review_version_risk,,,false
graph_song:song|erykah badu|tyrone:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|erykah badu|tyrone,graph_song,song,Erykah Badu,Tyrone,1997,us,direct_song_hardening_v2_no_auto_match,10,82,1,title_not_strong_enough,apple_song_search_needs_review_version_risk,,,false
graph_song:song|ethel merman|rose s turn:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|ethel merman|rose s turn,graph_song,song,Ethel Merman,Rose's Turn,1959,us,direct_song_hardening_v2_no_auto_match,10,81,2,title_not_strong_enough,apple_song_search_needs_review_version_risk,,,false
graph_song:song|five for fighting|superman:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|five for fighting|superman,graph_song,song,Five for Fighting,Superman,2001,us,direct_song_hardening_v2_no_auto_match,10,82,1,title_not_strong_enough,apple_song_search_no_auto_match,,,false
graph_song:song|floating points|silhouettes:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|floating points|silhouettes,graph_song,song,Floating Points,Silhouettes,2015,us,direct_song_hardening_v2_no_auto_match,10,82,1,title_not_strong_enough,apple_song_search_needs_review_version_risk,,,false
graph_song:song|four tops|i can t help myself:direct_song_hardening_v2_no_auto_match,apple_music_direct_song_hardening_pass_v2,song|four tops|i can t help myself,graph_song,song,Four Tops,I Can't Help Myself,1965,us,direct_song_hardening_v2_no_auto_match,10,82,1,title_not_strong_enough,apple_song_search_no_auto_match,,,false
graph_song:song|frank oz as cookie monster|c is for cookie:direct_song_hardening_v2_no_results,apple_music_direct_song_hardening_pass_v2,song|frank oz as cookie monster|c is for cookie,graph_song,song,Frank Oz as Cookie Monster,C Is for Cookie,1971,us,direct_song_hardening_v2_no_results,0,,,,apple_song_search_no_results,,,false
