deferred_key,run_version,source_ref,source_type,source_candidate_type,artist_display_name,title,year,storefront,deferred_reason,apple_artist_id,artist_id_source,candidate_count,best_score,best_candidate_id,best_candidate_title,best_candidate_variant,error_message,prior_review_reason,raw_payload_persisted
graph_album:album|bill evans trio|waltz for debby:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|bill evans trio|waltz for debby,graph_album,album,Bill Evans Trio,Waltz for Debby,1962,us,artist_album_resolver_no_safe_album_match,151188147,apple_artist_search_ephemeral,14,95,1440942198,Waltz for Debby (Original Jazz Classics Remasters) [with Paul Motian & Scott LaFaro],,,apple_album_search_no_auto_match,false
graph_album:album|bing crosby|merry christmas:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|bing crosby|merry christmas,graph_album,album,Bing Crosby,Merry Christmas,1945,us,artist_album_resolver_no_safe_album_match,25687,existing_graph_artist_link,8,77,1425234668,White Christmas,,,apple_album_search_no_auto_match,false
graph_album:album|brent faiyaz|fuck the world:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|brent faiyaz|fuck the world,graph_album,album,Brent Faiyaz,Fuck the World,2020,us,artist_album_resolver_no_safe_album_match,960127446,existing_graph_artist_link,35,98,1488013862,F**k the World,,,apple_album_search_no_auto_match,false
graph_album:album|bsd u|late night bumps:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|bsd u|late night bumps,graph_album,album,bsd.u,Late Night Bumps,2014,us,artist_album_resolver_no_safe_album_match,932976907,existing_graph_artist_link,17,64,1882681151,"late night bumps, Vol. 4",,,apple_album_search_no_auto_match,false
graph_album:album|buck owens|carnegie hall concert:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|buck owens|carnegie hall concert,graph_album,album,Buck Owens,Carnegie Hall Concert,1966,us,artist_album_resolver_no_safe_album_match,267664,existing_graph_artist_link,16,56,1470179316,Together Again / My Heart Skips a Beat,,,apple_album_search_no_auto_match,false
graph_album:album|buena vista social club|buena vista social club presents ibrahim ferrer:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|buena vista social club|buena vista social club presents ibrahim ferrer,graph_album,album,Buena Vista Social Club,Buena Vista Social Club Presents Ibrahim Ferrer,1999,us,artist_album_resolver_no_safe_album_match,5620149,existing_graph_artist_link,4,59,1716598034,Buena Vista Social Club,,,apple_album_search_no_auto_match,false
graph_album:album|captain beefheart and his magic band|trout mask replica:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|captain beefheart and his magic band|trout mask replica,graph_album,album,Captain Beefheart & His Magic Band,Trout Mask Replica,1969,us,artist_album_resolver_no_safe_album_match,196223996,apple_artist_search_ephemeral,4,35,290334563,Safe As Milk,,,apple_album_search_no_auto_match,false
graph_album:album|cheap trick|cheap trick at budokan:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|cheap trick|cheap trick at budokan,graph_album,album,Cheap Trick,Cheap Trick at Budokan,1978,us,artist_album_resolver_no_safe_album_match,461577,existing_graph_artist_link,9,49,193204065,At Budokan (Live),,,apple_album_search_no_auto_match,false
graph_album:album|chiffons|chiffons:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|chiffons|chiffons,graph_album,album,The Chiffons,The Chiffons,1963,us,artist_album_resolver_no_safe_album_match,190450,existing_graph_artist_link,1,94,1466690187,The Best of the Chiffons,,,apple_album_search_no_auto_match,false
graph_album:album|collins kids|hop skip and jump:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|collins kids|hop skip and jump,graph_album,album,The Collins Kids,"Hop, Skip and Jump",1991,us,artist_album_resolver_no_safe_album_match,934690,existing_graph_artist_link,0,,,,,,apple_album_search_no_results,false
graph_album:album|crests|best of the crests:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|crests|best of the crests,graph_album,album,The Crests,The Best of the Crests,1962,us,artist_album_resolver_no_safe_album_match,3541714,existing_graph_artist_link,0,,,,,,apple_album_search_no_auto_match,false
graph_album:album|curtis mayfield|super fly:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|curtis mayfield|super fly,graph_album,album,Curtis Mayfield,Super Fly,1972,us,artist_album_resolver_no_safe_album_match,169711,existing_graph_artist_link,12,7,1067474758,Move On Up (Single Edit) - Single,,,apple_album_search_no_auto_match,false
graph_album:album|curve|doppelganger:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|curve|doppelganger,graph_album,album,Curve,Doppelganger,1992,us,artist_album_resolver_no_safe_album_match,100065,apple_artist_search_ephemeral,0,,,,,,apple_album_search_no_results,false
graph_album:album|def leppard|vault def leppard greatest hits 1980 1995:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|def leppard|vault def leppard greatest hits 1980 1995,graph_album,album,Def Leppard,Vault: Def Leppard Greatest Hits 1980-1995,1995,us,artist_album_resolver_no_safe_album_match,117554,existing_graph_artist_link,5,52,1671076722,Def Leppard,,,apple_album_search_no_results,false
graph_album:album|dinosaur jr|youre living all over me:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|dinosaur jr|youre living all over me,graph_album,album,Dinosaur Jr.,Youre Living All Over Me,1987,us,artist_album_resolver_no_safe_album_match,509577,existing_graph_artist_link,3,104,1497701141,You're Living All Over Me (Bonus Track Version),,,apple_album_search_no_auto_match,false
graph_album:album|dj quik|safe sound:artist_album_resolver_no_safe_album_match,apple_music_artist_album_resolver_pass_v1,album|dj quik|safe sound,graph_album,album,DJ Quik,Safe + Sound,1995,us,artist_album_resolver_no_safe_album_match,184839847,apple_artist_search_ephemeral,4,40,298572253,Rhythm-Al-Ism,,,apple_album_search_no_auto_match,false
