deferred_key,run_version,source_ref,source_type,source_candidate_type,artist_display_name,title,year,storefront,deferred_reason,candidate_count,best_score,best_candidate_id,best_candidate_title,best_candidate_artist,best_candidate_basis,best_track_overlap_ratio,error_message,prior_review_reason,prior_best_candidate_id,raw_payload_persisted
graph_album:album|original broadway cast of oklahoma|oklahoma:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|original broadway cast of oklahoma|oklahoma,graph_album,album,Original Broadway Cast of Oklahoma!,Oklahoma!,1943,us,high_confidence_album_no_safe_match,71,148,1466325624,Oklahoma! (2019 Broadway Cast Recording),"Rodgers & Hammerstein, Damon Daunno, Rebecca Naomi Jones & Mary Testa",high_confidence_title_tracklist_auto_match,0.667,,apple_album_search_no_auto_match,1665787648,false
graph_album:album|oscar d leon|el oscar de la salsa:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|oscar d leon|el oscar de la salsa,graph_album,album,Oscar D'Leon,El Oscar de la Salsa,1975,us,high_confidence_album_no_safe_match,14,74,1450234728,Boleros Con: Oscar D'León,Oscar D'León,,0.250,,apple_album_search_no_auto_match,1450234728,false
graph_album:album|paris sisters|paris sisters:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|paris sisters|paris sisters,graph_album,album,The Paris Sisters,The Paris Sisters,1961,us,high_confidence_album_no_safe_match,8,59,289487026,The Paris Sisters: Best Of,The Paris Sisters,,0.000,,apple_album_search_no_auto_match,529177472,false
graph_album:album|patsy cline|showcase:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|patsy cline|showcase,graph_album,album,Patsy Cline,Showcase,1961,us,high_confidence_album_no_safe_match,26,83,1485036494,Showcase (feat. The Jordanaires),Patsy Cline,,0.000,,apple_album_search_no_auto_match,1443840333,false
graph_album:album|paul anka|paul anka:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|paul anka|paul anka,graph_album,album,Paul Anka,Paul Anka,1958,us,high_confidence_album_no_safe_match,23,86,1625973434,Paul Anka,Paul Anka,,0.000,,apple_album_search_no_auto_match,282219304,false
graph_album:album|peter gabriel|passion:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|peter gabriel|passion,graph_album,album,Peter Gabriel,Passion,1989,us,high_confidence_album_no_safe_match,27,98,987561472,Passion: Music for the Last Temptation of Christ,Peter Gabriel,,0.273,,apple_album_search_no_auto_match,986800858,false
graph_album:album|peter paul and mary|if i had a hammer:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|peter paul and mary|if i had a hammer,graph_album,album,"Peter, Paul and Mary",If I Had a Hammer,1962,us,high_confidence_album_no_safe_match,47,79,302068401,Moving,"Peter, Paul & Mary",,0.500,,apple_album_search_no_auto_match,302102786,false
graph_album:album|phil spector various artists|back to mono 1958 1969:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|phil spector various artists|back to mono 1958 1969,graph_album,album,Phil Spector / Various Artists,Back to Mono (1958-1969),1991,us,high_confidence_album_no_safe_match,0,,,,,,,,apple_album_search_no_results,,false
graph_album:album|platters|encore of golden hits:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|platters|encore of golden hits,graph_album,album,The Platters,Encore of Golden Hits,1960,us,high_confidence_album_no_safe_match,13,109,1440777167,All-Time Greatest Hits,The Platters,,0.917,,apple_album_search_no_auto_match,1783391456,false
graph_album:album|ray stevens|ray stevens greatest hits:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|ray stevens|ray stevens greatest hits,graph_album,album,Ray Stevens,Ray Stevens' Greatest Hits,1987,us,high_confidence_album_no_safe_match,37,77,1839228036,Greatest Hits,Ray Stevens,,0.100,,apple_album_search_no_auto_match,1444183636,false
graph_album:album|red krayola|parable of arable land:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|red krayola|parable of arable land,graph_album,album,Red Krayola,The Parable of Arable Land,1967,us,high_confidence_album_no_safe_match,5,153,379207819,The Parable Of Arable Land / God Bless The Red Krayola And All Who Sail With It Vol. 1,The Red Krayola,,1.000,,apple_album_search_no_auto_match,558673753,false
graph_album:album|revels|intoxica:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|revels|intoxica,graph_album,album,The Revels,Intoxica!!!,1995,us,high_confidence_album_no_safe_match,24,74,81401071,Intoxica,Nitrogen,,0.000,,apple_album_search_no_results,,false
graph_album:album|rip chords|hey little cobra and other hot rod hits:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|rip chords|hey little cobra and other hot rod hits,graph_album,album,The Rip Chords,Hey Little Cobra and Other Hot Rod Hits,1964,us,high_confidence_album_no_safe_match,5,154,260254179,Hey Little Cobra,The Rip Chords,,1.000,,apple_album_search_no_auto_match,260302028,false
graph_album:album|rossington collins band|anytime anyplace anywhere:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|rossington collins band|anytime anyplace anywhere,graph_album,album,Rossington Collins Band,"Anytime, Anyplace, Anywhere",1980,us,high_confidence_album_no_safe_match,9,78,1443843596,20th Century Masters - The Millennium Collection: The Best of Rossington Collins Band,Rossington Collins Band,,0.556,,apple_album_search_no_auto_match,1443486929,false
graph_album:album|santo and johnny|santo and johnny:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|santo and johnny|santo and johnny,graph_album,album,Santo & Johnny,Santo & Johnny,1959,us,high_confidence_album_no_safe_match,25,86,1455434148,Santo & Johnny,Santo & Johnny,,0.000,,apple_album_search_no_auto_match,261233703,false
graph_album:album|scratch acid|greatest gift:high_confidence_album_no_safe_match,apple_music_high_confidence_album_pass_v1,album|scratch acid|greatest gift,graph_album,album,Scratch Acid,The Greatest Gift,1991,us,high_confidence_album_no_safe_match,25,60,1283497988,The Greatest Gift,Sufjan Stevens,,0.036,,apple_album_search_no_results,,false
