deferred_key,run_version,source_ref,source_type,source_candidate_type,artist_display_name,title,year,storefront,deferred_reason,candidate_count,best_score,second_score,apple_album_id,error_message,raw_payload_persisted
album_sidecar_track:album|lumineers|lumineers@@1@@14@@@@elouise:album_bound_track_no_safe_match:1754219081,apple_music_sidecar_track_album_bound_pass_v1,album|lumineers|lumineers@@1@@14@@@@elouise,album_sidecar_track,track,The Lumineers,Elouise,2012,us,album_bound_track_no_safe_match,0,0,,1754219081,,false
album_sidecar_track:album|lumineers|lumineers@@1@@15@@@@darlene:album_bound_track_no_safe_match:1754219081,apple_music_sidecar_track_album_bound_pass_v1,album|lumineers|lumineers@@1@@15@@@@darlene,album_sidecar_track,track,The Lumineers,Darlene,2012,us,album_bound_track_no_safe_match,0,0,,1754219081,,false
album_sidecar_track:album|lumineers|lumineers@@1@@16@@@@slow it down live:album_bound_track_no_safe_match:1754219081,apple_music_sidecar_track_album_bound_pass_v1,album|lumineers|lumineers@@1@@16@@@@slow it down live,album_sidecar_track,track,The Lumineers,Slow It Down (live),2012,us,album_bound_track_no_safe_match,0,0,,1754219081,,false
album_sidecar_track:album|m i a|kala@@1@@2@@@@bird flu:album_bound_track_no_safe_match:296393419,apple_music_sidecar_track_album_bound_pass_v1,album|m i a|kala@@1@@2@@@@bird flu,album_sidecar_track,track,M.I.A.,Bird Flu,2007,us,album_bound_track_no_safe_match,7,61,21,296393419,,false
album_sidecar_track:album|mac demarco|salad days@@1@@12@@@@go easy demo:album_bound_track_no_safe_match:799685692,apple_music_sidecar_track_album_bound_pass_v1,album|mac demarco|salad days@@1@@12@@@@go easy demo,album_sidecar_track,track,Mac DeMarco,Go Easy (demo),2014,us,album_bound_track_no_safe_match,0,0,,799685692,,false
album_sidecar_track:album|mac demarco|salad days@@1@@13@@@@passing out pieces demo:album_bound_track_no_safe_match:799685692,apple_music_sidecar_track_album_bound_pass_v1,album|mac demarco|salad days@@1@@13@@@@passing out pieces demo,album_sidecar_track,track,Mac DeMarco,Passing Out Pieces (demo),2014,us,album_bound_track_no_safe_match,0,0,,799685692,,false
album_sidecar_track:album|magnapop|hot boxing@@1@@13@@@@emergency:album_bound_track_no_safe_match:285956517,apple_music_sidecar_track_album_bound_pass_v1,album|magnapop|hot boxing@@1@@13@@@@emergency,album_sidecar_track,track,Magnapop,Emergency,1994,us,album_bound_track_no_safe_match,1,57,,285956517,,false
album_sidecar_track:album|mammoth wvh|mammoth wvh@@1@@6@@@@you ll be one:album_bound_track_no_safe_match:1685905635,apple_music_sidecar_track_album_bound_pass_v1,album|mammoth wvh|mammoth wvh@@1@@6@@@@you ll be one,album_sidecar_track,track,Mammoth WVH,You’ll Be the One,2021,us,album_bound_track_no_safe_match,1,57,,1685905635,,false
album_sidecar_track:album|mantronix|album@@1@@6@@@@get stupid fresh part 1:album_bound_track_no_safe_match:341928107,apple_music_sidecar_track_album_bound_pass_v1,album|mantronix|album@@1@@6@@@@get stupid fresh part 1,album_sidecar_track,track,Mantronix,"Get Stupid “Fresh”, Part 1",1985,us,album_bound_track_no_safe_match,1,57,,341928107,,false
album_sidecar_track:album|marcels|blue moon@@1@@2@@@@goodbye to love:album_bound_track_no_safe_match:1439881921,apple_music_sidecar_track_album_bound_pass_v1,album|marcels|blue moon@@1@@2@@@@goodbye to love,album_sidecar_track,track,The Marcels,Goodbye to Love,1961,us,album_bound_track_no_safe_match,26,61,57,1439881921,,false
album_sidecar_track:album|marcels|blue moon@@1@@4@@@@peace of mind:album_bound_track_no_safe_match:1439881921,apple_music_sidecar_track_album_bound_pass_v1,album|marcels|blue moon@@1@@4@@@@peace of mind,album_sidecar_track,track,The Marcels,Peace of Mind,1961,us,album_bound_track_no_safe_match,26,59,21,1439881921,,false
album_sidecar_track:album|marcels|blue moon@@1@@6@@@@over rainbow:album_bound_track_no_safe_match:1439881921,apple_music_sidecar_track_album_bound_pass_v1,album|marcels|blue moon@@1@@6@@@@over rainbow,album_sidecar_track,track,The Marcels,Over the Rainbow,1961,us,album_bound_track_no_safe_match,25,48,23,1439881921,,false
album_sidecar_track:album|marcels|blue moon@@1@@7@@@@i ll be forever loving you:album_bound_track_no_safe_match:1439881921,apple_music_sidecar_track_album_bound_pass_v1,album|marcels|blue moon@@1@@7@@@@i ll be forever loving you,album_sidecar_track,track,The Marcels,I'll Be Forever Loving You,1961,us,album_bound_track_no_safe_match,25,61,53,1439881921,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@17@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@17@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,43,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@18@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@18@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@19@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@19@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@20@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@20@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@21@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@21@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@22@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@22@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@23@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@23@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@24@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@24@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@25@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@25@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@26@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@26@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@27@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@27@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@28@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@28@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@29@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@29@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@30@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@30@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@31@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@31@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@32@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@32@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@33@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@33@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@34@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@34@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@35@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@35@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@36@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@36@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@37@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@37@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@38@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@38@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@39@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@39@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@40@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@40@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@41@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@41@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@42@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@42@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@43@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@43@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@44@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@44@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@45@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@45@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@46@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@46@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@47@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@47@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@48@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@48@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@49@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@49@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@50@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@50@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@51@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@51@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@52@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@52@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@53@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@53@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@54@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@54@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@55@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@55@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@56@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@56@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@57@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@57@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@58@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@58@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@59@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@59@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@60@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@60@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@61@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@61@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@62@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@62@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@63@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@63@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@64@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@64@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@65@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@65@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@66@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@66@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@67@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@67@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@68@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@68@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@69@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@69@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@70@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@70@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@71@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@71@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@72@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@72@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@73@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@73@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@74@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@74@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@75@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@75@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@76@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@76@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@77@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@77@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@78@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@78@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@79@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@79@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@80@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@80@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@81@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@81@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@82@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@82@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@83@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@83@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@84@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@84@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@85@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@85@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@86@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@86@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@87@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@87@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
